title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,price,media_course_effort,price_extracted,length_extracted,ingreso_por_curso,esfuerzo_total,esfuerzo_group,log_n_enrolled,esfuerzo_group_str
Líderes para la Gestión en Seguridad Ciudadana y Justicia,12826,Self-paced on your time,Inter-American Development Bank,Intermediate,Social Sciences,Español,Español,4–5 hours per week,10 Weeks,FREE-Add a Verified Certificate for $25 USD,4.5,25,10,320650,45.0,"(40.0, 50.0]",9.459229639708807,"(40.0, 50.0]"
"Diseña, fabrica y programa tu propio robot",25024,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,Español,Español,8–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $75 USD,9.0,75,6,1876800,54.0,"(50.0, 60.0]",10.127590643345037,"(50.0, 60.0]"
Pivoting to Online Teaching: Research and Practitioner Perspectives,5289,Self-paced on your time,University of Texas at Arlington,Introductory,Education & Teacher Training,English,English,3–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $139 USD,4.0,139,6,735171,24.0,"(20.0, 30.0]",8.57338447106598,"(20.0, 30.0]"
Circular Economy: An Interdisciplinary Approach,10281,Self-paced on your time,Wageningen University & Research,Advanced,Business & Management,English,English,16–24 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,20.0,149,6,1531869,120.0,"(100.0, inf]",9.238052810542719,"(100.0, inf]"
Calculus 1B: Integration,44669,Instructor-led on a course schedule,Massachusetts Institute of Technology,Intermediate,Math,English,English,6–10 hours per week,15 Weeks,FREE-Add a Verified Certificate for $100 USD,8.0,100,15,4466900,120.0,"(100.0, inf]",10.70703502770651,"(100.0, inf]"
Algorithmic Design and Techniques,40620,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,English,English,8–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $99 USD,9.0,99,6,4021380,54.0,"(50.0, 60.0]",10.612015835134375,"(50.0, 60.0]"
Drinking Water Treatment,51918,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,English,6–8 hours per week,7 Weeks,FREE-Add a Verified Certificate for $50 USD,7.0,50,7,2595900,49.0,"(40.0, 50.0]",10.857420829834794,"(40.0, 50.0]"
Fundamentos de información financiera y contable,7789,Self-paced on your time,Universidades Anáhuac,Intermediate,Economics & Finance,Español,Español,5–7 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,6.0,49,5,381661,30.0,"(20.0, 30.0]",8.960467760919949,"(20.0, 30.0]"
Les principes de la finance,44037,Self-paced on your time,Université catholique de Louvain,Intermediate,Business & Management,Français,Français,4–7 hours per week,13 Weeks,FREE-Add a Verified Certificate for $150 USD,5.5,150,13,6605550,71.5,"(70.0, 80.0]",10.692785468625344,"(70.0, 80.0]"
Music Technology Foundations,34550,Self-paced on your time,University of Adelaide,Introductory,Computer Science,English,English,2–3 hours per week,6 Weeks,FREE-Add a Verified Certificate for $169 USD,2.5,169,6,5838950,15.0,"(10.0, 20.0]",10.450162829195817,"(10.0, 20.0]"
The Entrepreneurial Mindset,31077,Self-paced on your time,Babson College,Introductory,Business & Management,English,English,4–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,5.0,149,6,4630473,30.0,"(20.0, 30.0]",10.344223274726211,"(20.0, 30.0]"
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",26453,Self-paced on your time,The University of Michigan,Introductory,Biology & Life Sciences,English,English,2–3 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,5,1296197,12.5,"(10.0, 20.0]",10.183124852404802,"(10.0, 20.0]"
Risk Management and Credit Principles,9028,Self-paced on your time,NYIF,Advanced,Economics & Finance,English,English,2–3 hours per week,6 Weeks,FREE-Add a Verified Certificate for $199 USD,2.5,199,6,1796572,15.0,"(10.0, 20.0]",9.108086137937427,"(10.0, 20.0]"
Steps in Japanese for Beginners1 Part3,6169,Self-paced on your time,Waseda University,Introductory,Language,English,English,3–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,4.0,99,5,610731,20.0,"(10.0, 20.0]",8.72729202920964,"(10.0, 20.0]"
Structural Materials: Selection and Economics,9752,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Engineering,English,English,2–3 hours per week,3 Weeks,FREE-Add a Verified Certificate for $50 USD,2.5,50,3,487600,7.5,"(0.0, 10.0]",9.185227671161108,"(0.0, 10.0]"
Algorithm Design and Analysis,39137,Self-paced on your time,University of Pennsylvania,Intermediate,Computer Science,English,English,6–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,4,5831413,28.0,"(20.0, 30.0]",10.574823590081959,"(20.0, 30.0]"
Estructuras de Datos con Python,0,Self-paced on your time,The University of Michigan,Introductory,Computer Science,Español,Español,2–4 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,7,0,21.0,"(20.0, 30.0]",-inf,"(20.0, 30.0]"
Mandarin Chinese for Business,12384,Self-paced on your time,MandarinX,Intermediate,Language,English,English,4–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,6,1845216,42.0,"(40.0, 50.0]",9.424160595829509,"(40.0, 50.0]"
Bases Matemáticas: Números y terminología,26060,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Math,Español,Español,3–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,3.5,50,4,1303000,14.0,"(10.0, 20.0]",10.168156850678836,"(10.0, 20.0]"
Arab-Islamic History: From Tribes to Empires,17321,Self-paced on your time,IsraelX-Tel Aviv University,Introductory,Humanities,English,English,3–4 hours per week,8 Weeks,FREE-Add a Verified Certificate for $149 USD,3.5,149,8,2580829,28.0,"(20.0, 30.0]",9.75967491717028,"(20.0, 30.0]"
Human-Computer Interaction I: Fundamentals & Design Principles,9010,Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,English,English,5–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $99 USD,5.5,99,6,891990,33.0,"(30.0, 40.0]",9.106090350602384,"(30.0, 40.0]"
Modeling and simulation of multibody systems,0,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Engineering,English,English,10–11 hours per week,14 Weeks,FREE-Add a Verified Certificate for $50 USD,10.5,50,14,0,147.0,"(100.0, inf]",-inf,"(100.0, inf]"
The Science of Parenting,37538,Self-paced on your time,"The University of California, San Diego",Introductory,Social Sciences,English,English,3–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,5,1839362,20.0,"(10.0, 20.0]",10.533109032216196,"(10.0, 20.0]"
Inclusive Teaching: Supporting All Students in the College Classroom,9899,Self-paced on your time,Columbia University,Introductory,Education & Teacher Training,English,English,2–3 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,6,485051,15.0,"(10.0, 20.0]",9.200189020919808,"(10.0, 20.0]"
Analytics for Decision Making,31031,Self-paced on your time,Babson College,Introductory,Business & Management,English,English,4–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $249 USD,5.0,249,4,7726719,20.0,"(10.0, 20.0]",10.342741983800368,"(10.0, 20.0]"
Principios de Análisis e Instrumentos Financieros,0,Self-paced on your time,Universidades Anáhuac,Intermediate,Economics & Finance,Español,Español,5–7 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,6.0,49,5,0,30.0,"(20.0, 30.0]",-inf,"(20.0, 30.0]"
Energy Principles and Renewable Energy,19520,Instructor-led on a course schedule,The University of Queensland,Advanced,Energy & Earth Sciences,English,English,10–12 hours per week,14 Weeks,FREE-Add a Verified Certificate for $375 USD,11.0,375,14,7320000,154.0,"(100.0, inf]",9.879194859967084,"(100.0, inf]"
DNA: Biology’s Genetic Code,35162,Self-paced on your time,Rice University,Intermediate,Biology & Life Sciences,English,English,4–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $169 USD,5.0,169,6,5942378,30.0,"(20.0, 30.0]",10.467721233002734,"(20.0, 30.0]"
Music For Wellness,19728,Self-paced on your time,Berklee College of Music,Introductory,Humanities,English,English,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,4,966672,16.0,"(10.0, 20.0]",9.889794225404126,"(10.0, 20.0]"
Mining Massive Datasets,5311,Self-paced on your time,Stanford University,Advanced,Computer Science,English,English,5–10 hours per week,7 Weeks,FREE-Add a Verified Certificate for $149 USD,7.5,149,7,791339,52.5,"(50.0, 60.0]",8.577535420422398,"(50.0, 60.0]"
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,25041,Self-paced on your time,Tokyo Institute of Technology,Introductory,Engineering,English,"English, 日本語",2–3 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,2.5,50,4,1252050,10.0,"(0.0, 10.0]",10.128269760518846,"(0.0, 10.0]"
A travel by Spanish America: Spanish for beginners,0,Self-paced on your time,Universidad del Rosario,Introductory,Language,Español,Español,4–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,5.0,49,4,0,20.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Introducción a la Inteligencia Artificial,11184,Self-paced on your time,Universidades Anáhuac,Introductory,Computer Science,Español,Español,4–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,4,548016,18.0,"(10.0, 20.0]",9.322239464473592,"(10.0, 20.0]"
Introducción a la Inteligencia Artificial: Principales Algoritmos,0,Self-paced on your time,Universidad Galileo,Introductory,Computer Science,Español,Español,4–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,4,0,18.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Digital Security and Human Rights,11443,Self-paced on your time,Amnesty International,Introductory,Social Sciences,English,English,1–2 hours per week,3 Weeks,FREE-Add a Verified Certificate for $49 USD,1.5,49,3,560707,4.5,"(0.0, 10.0]",9.345133468317714,"(0.0, 10.0]"
Critical thinking: reasoned decision making,6923,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,English,English,5–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,6.5,149,4,1031527,26.0,"(20.0, 30.0]",8.842604480678025,"(20.0, 30.0]"
Introduction to the Internet of Things,7581,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Electronics,English,English,5–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $50 USD,5.5,50,6,379050,33.0,"(30.0, 40.0]",8.933400396056303,"(30.0, 40.0]"
Trading - Fundamentals of Technical Analysis,0,Self-paced on your time,NYIF,Introductory,Economics & Finance,English,English,2–3 hours per week,6 Weeks,FREE-Add a Verified Certificate for $199 USD,2.5,199,6,0,15.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,20261,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Medicine,Español,Español,3–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,6,992789,24.0,"(20.0, 30.0]",9.91645313492615,"(20.0, 30.0]"
Design Thinking: Empathizing to Understand the Problem,13340,Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,English,English,8–12 hours per week,6 Weeks,FREE-Add a Verified Certificate for $299 USD,10.0,299,6,3988660,60.0,"(50.0, 60.0]",9.498522319469615,"(50.0, 60.0]"
Storytelling in the Workplace,0,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,English,4–6 hours per week,3 Weeks,FREE-Add a Verified Certificate for $199 USD,5.0,199,3,0,15.0,"(10.0, 20.0]",-inf,"(10.0, 20.0]"
Marketing Analytics: Price and Promotion Analytics,41021,Self-paced on your time,"University of California, Berkeley",Intermediate,Computer Science,English,English,5–7 hours per week,4 Weeks,FREE-Add a Verified Certificate for $249 USD,6.0,249,4,10214229,24.0,"(20.0, 30.0]",10.621839409681249,"(20.0, 30.0]"
Implementation of Data Structures,27761,Self-paced on your time,IITBombay,Intermediate,Computer Science,English,English,6–8 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,6,4136389,42.0,"(40.0, 50.0]",10.231387437026681,"(40.0, 50.0]"
Activism and Citizen Journalism through Media,7460,Self-paced on your time,Wits University,Introductory,Communication,English,English,2–3 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,4,365540,10.0,"(0.0, 10.0]",8.917310693197807,"(0.0, 10.0]"
Electric and Conventional Vehicles,22089,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,English,10–20 hours per week,6 Weeks,FREE-Add a Verified Certificate for $249 USD,15.0,249,6,5500161,90.0,"(80.0, 100.0]",10.002835026036827,"(80.0, 100.0]"
Big Data Fundamentals,40106,Self-paced on your time,University of Adelaide,Intermediate,Computer Science,English,English,8–10 hours per week,10 Weeks,FREE-Add a Verified Certificate for $199 USD,9.0,199,10,7981094,90.0,"(80.0, 100.0]",10.599281228036979,"(80.0, 100.0]"
Sustainable Food Security: The value of systems thinking,26600,Self-paced on your time,Wageningen University & Research,Introductory,Biology & Life Sciences,English,English,8–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,9.0,49,6,1303400,54.0,"(50.0, 60.0]",10.188666494769791,"(50.0, 60.0]"
Knowledge Management and Big Data in Business,69064,Self-paced on your time,The Hong Kong Polytechnic University,Introductory,Business & Management,English,English,6–8 hours per week,8 Weeks,FREE-Add a Verified Certificate for $50 USD,7.0,50,8,3453200,56.0,"(50.0, 60.0]",11.142788889915359,"(50.0, 60.0]"
Uso efectivo del tiempo,6409,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Economics & Finance,Español,Español,6–8 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,7.0,49,6,314041,42.0,"(40.0, 50.0]",8.765458531504226,"(40.0, 50.0]"
C Programming: Pointers and Memory Management,19171,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,English,English,2–4 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,7,939379,21.0,"(20.0, 30.0]",9.861153999520049,"(20.0, 30.0]"
Astrophysics: The Violent Universe,65711,Self-paced on your time,Australian National University,Intermediate,Physics,English,English,2–4 hours per week,10 Weeks,FREE-Add a Verified Certificate for $50 USD,3.0,50,10,3285550,30.0,"(20.0, 30.0]",11.093021618159923,"(20.0, 30.0]"
Landscape Ecology,8644,Self-paced on your time,ETH Zurich,Intermediate,Environmental Studies,English,English,2–4 hours per week,14 Weeks,FREE-Add a Verified Certificate for $50 USD,3.0,50,14,432200,42.0,"(40.0, 50.0]",9.064620717626777,"(40.0, 50.0]"
IoT Programming and Big Data,21591,Self-paced on your time,Curtin University,Introductory,Computer Science,English,English,4–6 hours per week,5 Weeks,FREE-Add a Verified Certificate for $199 USD,5.0,199,5,4296609,25.0,"(20.0, 30.0]",9.980031840175913,"(20.0, 30.0]"
AWS: Getting Started with Cloud Security,8192,Self-paced on your time,Amazon Web Services,Introductory,Computer Science,English,English,2–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,4,401408,12.0,"(10.0, 20.0]",9.010913347279288,"(10.0, 20.0]"
Introducción a la gravedad cuántica de lazos,7360,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"English, Español",5–7 hours per week,5 Weeks,FREE-Add a Verified Certificate for $50 USD,6.0,50,5,368000,30.0,"(20.0, 30.0]",8.903815211722922,"(20.0, 30.0]"
Introduction to the Music Business,46607,Self-paced on your time,Berklee College of Music,Introductory,Business & Management,English,English,2–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,6,2283743,18.0,"(10.0, 20.0]",10.74950602342493,"(10.0, 20.0]"
Introducción a la programación en C: Tipos de datos y estructuras,13480,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Computer Science,Español,Español,2–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,4,660520,12.0,"(10.0, 20.0]",9.508962384466297,"(10.0, 20.0]"
Visualización de Datos y Storytelling,5980,Self-paced on your time,Tecnológico de Monterrey,Intermediate,Data Analysis & Statistics,Español,Español,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,4,293020,16.0,"(10.0, 20.0]",8.696175846944678,"(10.0, 20.0]"
